,img_name,p_sr,p_p_sh,p_p_cn,p_cv_stsh,p_cv_sh,p_cv_mlsh,p_cv_hib
53,dota_P1651_6.png,48.11080226291303,43.88479472316927,33.13404199862548,31.780466961083583,33.58339798411567,38.93248083063265,27.60430060827574
54,dota_P5789_506.png,49.51176417374682,46.32594733569286,37.61867980381173,31.911382440390422,33.95291519258214,40.741999844611684,27.50047944337649
55,A25_240402203815965_000063.png,32.22863339179213,31.750783872583163,28.049574690963894,28.563927060010357,28.92043002132942,30.5332944172086,27.680699632120884
56,dota_P2802_23.png,36.09002401800324,34.96076604833628,27.89743547178796,29.339520627221095,30.0237396630369,32.88930992351469,27.460070874450846
57,dota_P2758_4.png,36.16010570590786,34.675485381649594,28.304962561871395,29.394309542846656,29.99982208705844,32.43259899050634,27.550500762198816
58,A25_240402192614729_000093.png,35.427948267369324,34.73879100530372,29.06912314247797,29.246190161854134,29.922945423948217,32.865024795855454,27.523121283905716
59,k3a_240401191818561_000295.png,30.144686263962555,30.223063927390605,29.2948645871463,28.698394535202333,28.968057346096995,29.956604931926147,28.108017733484232
60,vv_240308163958000_000303.png,35.63922396215926,34.06318406839716,29.098449311707952,28.52749382726962,28.950142443958576,31.421127533586745,27.955979212340782
61,k3a_240401195554960_000746.png,35.42405479210349,35.004911406512534,32.89732711524704,29.86657034405519,30.87252058503275,33.71719126572235,27.27827807223558
62,dota_P1371_6.png,38.71862468380695,36.484672369109774,30.606455358403373,29.406641860010815,30.10468903101643,33.32307966948519,28.00709573909794
63,A25_240402184051920_000081.png,33.987843407299415,33.45756663284516,28.21938755606286,28.975928705433045,29.519076953902605,31.86965597889156,27.545802789273747
64,A25_240402183132445_000083.png,36.254552767617675,35.16110115497061,30.32797693863372,28.817083167264755,29.379976400341942,32.51390860300545,27.782539385544254
65,vv_240308183213533_000130.png,30.972371282265524,30.66891612624626,28.630103887132456,28.59050449115142,28.792737851627052,29.81430214494899,28.30175135794122
66,vv_240308171539287_000377.png,32.68127580938463,32.179371102044975,28.707303304099945,28.48883477319483,28.8560580847344,30.64678602878743,27.85644794583235
67,k3a_240401202145116_000107.png,29.7129299898039,29.401408911816603,29.027990891843764,27.96339733848692,28.06235880902131,28.712959602332823,27.932618757312987
68,A25_240402174735925_000093.png,32.75851436505402,32.239022267090384,28.662705110506998,28.57478009430585,28.97577888691529,30.88957778877694,27.92818915210058
69,vv_240308155651829_000315.png,30.712355998386926,30.54293461144126,28.09665240325551,28.443554260841267,28.715572047926756,29.87209003068923,27.80877708075591
70,vv_240308182531172_000326.png,33.83452121299161,32.50816009263993,29.785204231555873,28.300254229388173,28.630868391816282,30.519838144008688,27.823393679512172
71,cas_240403162003265_000957.png,34.67243363684294,33.55966496032459,29.15278877295837,28.808388042671112,29.284254983951392,31.543181687440086,27.867038793503905
72,A50_240402110237975_000000.png,32.552266740112714,32.12818748254842,28.40765557057317,28.92463511379625,29.357601366374805,31.120184543177274,28.11434285819373
73,A25_240403005500248_000000.png,48.1076962142231,47.244611446593574,29.399089499510946,35.62179455371723,37.984853719684224,42.952526701649056,27.25065666782144
74,vv_240308171915882_000395.png,33.33719543963238,32.47127305599764,28.791477689217224,28.400228170461794,28.75024428016718,30.678086541197295,27.98951377318534
75,A25_240402170552495_000033.png,34.54534849257286,34.02134830605134,28.732492857722598,29.32326733712194,29.931097142221446,32.42134720390942,27.62334045485721
76,cas_240403170817448_000628.png,38.24659806579995,36.5602365045376,29.10631303405993,29.09877228968176,29.71864182962613,33.36808217709881,28.29149077892542
77,A25_240402180748443_000030.png,33.62597534433808,33.01150245178644,28.384507010890893,28.891301731435167,29.39076387345182,31.52014826720938,27.672443315120073
78,vv_240308173553986_000052.png,34.59081061512245,34.1785904274764,29.8268118077073,29.34755947670488,29.90115285054663,32.471190129240185,28.916604415641693
79,k3a_240401204555492_000462.png,32.387630675550604,32.12995334668749,28.67970921056379,28.81741057550201,29.272212174863906,31.109205368520293,27.75690398035639
80,cas_240403173007795_000672.png,33.77307939238688,33.15665612351565,28.45277915942395,28.853727288677625,29.318778340022543,31.524662353155396,27.892366871832923
81,A50_240402111202172_000001.png,31.17864343958178,30.860175905909944,28.120905348063868,28.39122025170175,28.689967999240686,29.991958701356797,27.77131306561531
82,cas_240403170641856_000522.png,39.87741963885969,39.23558408485897,29.109666638555073,31.413778091445316,32.88213830119214,36.99526933311664,27.903924967931285
83,cas_240403171106136_000810.png,38.52960203488352,37.21294597549565,29.5098878594723,29.348142493511872,30.120596700906237,34.17391521355669,27.670881339415775
84,A50_240402111120008_000002.png,30.562416387222928,30.33087115742847,28.41096592378632,28.278706850201925,28.5248197796398,29.637689538798185,27.903173463227795
85,k3a_240401184021751_000350.png,31.563553789964928,31.311020538618877,29.32240832529606,28.52350845952043,28.857635678297807,30.3614351725626,28.011370701882697
86,cas_240403154005214_000818.png,39.73188145345567,38.7995159765495,31.219502804954033,31.401068646183006,32.64256390375293,36.363786222307816,29.47603132147045
87,k3a_240401203949811_000884.png,35.60099665367965,35.02563924984347,30.570116683087768,29.37724058101253,30.13332320284188,33.171003537498464,28.374711710004913
88,cas_240403165253092_000386.png,31.467327142245022,31.27803684254252,28.50544785506625,28.72554230313198,29.026762663737454,30.389681809716688,28.040711439268208
89,k3a_240401205528791_000809.png,36.69233252111733,36.127073976204976,28.74306922986016,30.601302623056622,31.499263170175276,34.57202729594577,28.90815227266641
90,dota_P1598_11.png,46.06602778836576,43.711434240513896,32.09148927681178,31.528203608726706,33.10727831004128,38.735813985617945,27.195210921469663
91,cas_240403144246212_000475.png,32.26174053669564,31.67875768108752,28.308560256682455,28.423733932238008,28.72412591441128,30.30970979682271,27.809316455912718
92,A25_240402213045622_000033.png,36.94021506452772,36.189232230521554,29.971739533659907,29.326039220151205,30.09418176485752,33.794345644080146,27.698157705320916
93,dota_P1561_5.png,54.189486393328266,52.71681798491202,38.02924320618779,35.72943986256941,38.69386898238521,44.22536139658051,27.317617369803813
94,dota_P1432_2.png,46.57033666398817,42.5633766898229,28.859942380592702,30.836574779744762,32.10537364457831,37.19755363044068,27.342372089881653
95,dota_P1586_5.png,49.03470630871416,44.09213810263686,30.752675851392766,30.89674205330885,32.24993866477644,38.01854549045322,27.280431917429887
96,cas_240403165155593_000293.png,31.857624829044724,31.500164143433004,28.450841749373247,28.67210479571017,29.000622199086163,30.45845492391561,27.916310019662625
97,dota_P2791_7.png,42.912842518584014,39.036230641959655,28.67110636519833,29.5751339299471,30.397615262318027,34.603851507985695,27.948790641082
98,A50_240402110422215_000003.png,31.31308089889852,30.9844624989174,28.44385419570553,28.336047612453548,28.615463465151052,30.035860223868468,27.69011718127256
99,vv_240308193300958_000158.png,33.25980934023996,32.695850411328834,28.470187497459463,28.680929030210134,29.121543022974066,31.223834146075173,27.70273351615923
